time,metric,value,SubNetwork,MeContext,ManagedElement,MeasObject
2025-11-24T07:15:00Z,pmTotalRunningHours,157.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=PowerController,Rectifier=1"
2025-11-24T07:15:00Z,pmTotalEnergyConsumption,186140.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,EquipmentSupportFunction=1,PowerDomain=1,PowerProfile=1"
2025-11-24T07:15:00Z,pmTotalEnergyConsumption,310270.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,EquipmentSupportFunction=1,PowerDomain=1,PowerProfile=1"
2025-11-24T07:15:00Z,pmTemperature,22.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Equipment=1,FieldReplaceableUnit=PowerController,Rectifier=3"
2025-11-24T07:15:00Z,pmTemperature,22.88,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Equipment=1,FieldReplaceableUnit=PowerController,Rectifier=2"
2025-11-24T07:15:00Z,pmTemperature,22.046667,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Equipment=1,FieldReplaceableUnit=PowerController,Rectifier=1"
2025-11-24T07:15:00Z,pmTemperature,21.773333,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=PowerController,Rectifier=7"
2025-11-24T07:15:00Z,pmTemperature,25.786667,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=PowerController,Rectifier=6"
2025-11-24T07:15:00Z,pmTemperature,20.073333,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=PowerController,Rectifier=5"
2025-11-24T07:15:00Z,pmTemperature,24.693333,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=PowerController,Rectifier=3"
2025-11-24T07:15:00Z,pmTemperature,23.8,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=PowerController,Rectifier=2"
2025-11-24T07:15:00Z,pmUnitTemperatureLevel,4.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=Controller6610"
2025-11-24T07:15:00Z,pmTemperature,19.22,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=PowerController,Rectifier=1"
2025-11-24T07:15:00Z,pmUnitTemperatureLevel,4.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Equipment=1,FieldReplaceableUnit=Controller6610"
2025-11-24T07:15:00Z,pmUtilization,0.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=DcBooster6640_1,DcDcConverter=1"
2025-11-24T07:15:00Z,pmVoltage,55.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Equipment=1,FieldReplaceableUnit=PowerController,EnergyMeter=Blvd-1"
2025-11-24T07:15:00Z,pmVoltage,55.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Equipment=1,FieldReplaceableUnit=PowerController,EnergyMeter=1"
2025-11-24T07:15:00Z,pmVoltage,55.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=PowerController,EnergyMeter=DcBranch-1"
2025-11-24T07:15:00Z,pmVoltage,55.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=PowerController,EnergyMeter=Blvd-1"
2025-11-24T07:15:00Z,pmVoltage,55.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=PowerController,EnergyMeter=1"
2025-11-24T07:15:00Z,pmVoltage,55.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=DcBooster6640_1,EnergyMeter=1"
2025-11-24T07:15:00Z,pmVoltage,584.786667,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=DcBooster6640_1,DcBooster=1,PowerMeter=Output_3"
2025-11-24T07:15:00Z,pmVoltage,584.786667,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=DcBooster6640_1,DcBooster=1,PowerMeter=Output_2"
2025-11-24T07:15:00Z,pmVoltage,584.786667,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=DcBooster6640_1,DcBooster=1,PowerMeter=Output_1"
2025-11-24T07:15:00Z,pmUtilization,0.6,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Equipment=1,FieldReplaceableUnit=PowerController,Rectifier=3"
2025-11-24T07:15:00Z,pmUtilization,0.813333,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Equipment=1,FieldReplaceableUnit=PowerController,Rectifier=2"
2025-11-24T07:15:00Z,pmUtilization,0.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Equipment=1,FieldReplaceableUnit=PowerController,Rectifier=1"
2025-11-24T07:15:00Z,pmUtilization,3.113333,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=PowerController,Rectifier=7"
2025-11-24T07:15:00Z,pmUtilization,11.466667,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=PowerController,Rectifier=6"
2025-11-24T07:15:00Z,pmUtilization,3.873333,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=PowerController,Rectifier=5"
2025-11-24T07:15:00Z,pmUtilization,4.913333,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=PowerController,Rectifier=3"
2025-11-24T07:15:00Z,pmUtilization,4.54,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=PowerController,Rectifier=2"
2025-11-24T07:15:00Z,pmUtilization,3.273333,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=PowerController,Rectifier=1"
2025-11-24T07:15:00Z,pmUtilization,0.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=DcBooster6640_1,DcDcConverter=2"
2025-11-24T07:15:00Z,pmUtilization,0.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=DcBooster6640_1,DcBooster=1"
2025-11-24T07:15:00Z,pmTcplsDischargePower,0.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,EquipmentSupportFunction=1,PowerDomain=1,PeakEnergyControl=1,TimeConfiguredPeakLoadShifting=1"
2025-11-24T07:15:00Z,pmTcplsDischargePower,0.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,EquipmentSupportFunction=1,PowerDomain=1,PeakEnergyControl=1,TimeConfiguredPeakLoadShifting=1"
2025-11-24T07:15:00Z,pmTcplsDischargeEnergyAccumulated,2.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,EquipmentSupportFunction=1,PowerDomain=1,PeakEnergyControl=1,TimeConfiguredPeakLoadShifting=1"
2025-11-24T07:15:00Z,pmPowerConsumption,55.386667,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Equipment=1,FieldReplaceableUnit=PowerController,EnergyMeter=Blvd-1"
2025-11-24T07:15:00Z,pmPowerConsumption,106.233333,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Equipment=1,FieldReplaceableUnit=PowerController,EnergyMeter=1"
2025-11-24T07:15:00Z,pmPowerConsumption,299.506667,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=PowerController,EnergyMeter=DcBranch-1"
2025-11-24T07:15:00Z,pmPowerConsumption,330.44,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=PowerController,EnergyMeter=Blvd-1"
2025-11-24T07:15:00Z,pmPowerConsumption,1042.74,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=PowerController,EnergyMeter=1"
2025-11-24T07:15:00Z,pmPowerConsumption,3.12,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=DcBooster6640_1,EnergyMeter=1"
2025-11-24T07:15:00Z,pmPower,0.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=DcBooster6640_1,DcBooster=1,PowerMeter=Output_3"
2025-11-24T07:15:00Z,pmPower,6.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=DcBooster6640_1,DcBooster=1,PowerMeter=Output_2"
2025-11-24T07:15:00Z,pmPower,3.033333,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=DcBooster6640_1,DcBooster=1,PowerMeter=Output_1"
2025-11-24T07:15:00Z,pmPcpsDischargePower,0.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,EquipmentSupportFunction=1,PowerDomain=1,PeakEnergyControl=1,PowerConfiguredPeakShaving=1"
2025-11-24T07:15:00Z,pmPcpsDischargeEnergyAccumulated,1.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,EquipmentSupportFunction=1,PowerDomain=1,PeakEnergyControl=1,PowerConfiguredPeakShaving=1"
2025-11-24T07:15:00Z,pmPcpsDischargeEnergy,0.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,EquipmentSupportFunction=1,PowerDomain=1,PeakEnergyControl=1,PowerConfiguredPeakShaving=1"
2025-11-24T07:15:00Z,pmOverTempAlarms,0.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Equipment=1,FieldReplaceableUnit=Battery_1,Battery=1"
2025-11-24T07:15:00Z,pmOverTempAlarms,0.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=Battery_1,Battery=1"
2025-11-24T07:15:00Z,pmOutputVoltage,545.713333,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Equipment=1,FieldReplaceableUnit=PowerController,Rectifier=3"
2025-11-24T07:15:00Z,pmOutputVoltage,545.926667,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Equipment=1,FieldReplaceableUnit=PowerController,Rectifier=2"
2025-11-24T07:15:00Z,pmOutputVoltage,545.913333,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Equipment=1,FieldReplaceableUnit=PowerController,Rectifier=1"
2025-11-24T07:15:00Z,pmOutputVoltage,547.173333,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=PowerController,Rectifier=7"
2025-11-24T07:15:00Z,pmOutputVoltage,546.94,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=PowerController,Rectifier=6"
2025-11-24T07:15:00Z,pmPowerSystemEcoModeProhibitState,0.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,EquipmentSupportFunction=1,PowerDomain=1,PowerProfile=1"
2025-11-24T07:15:00Z,pmPowerSystemEcoModeStatus,0.4,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,EquipmentSupportFunction=1,PowerDomain=1,PowerProfile=1"
2025-11-24T07:15:00Z,pmPowerSystemEcoModeStatus,0.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,EquipmentSupportFunction=1,PowerDomain=1,PowerProfile=1"
2025-11-24T07:15:00Z,pmRectifiersUtilization,4.546667,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,EquipmentSupportFunction=1,PowerDomain=1,PowerProfile=1"
2025-11-24T07:15:00Z,pmTcplsDischargeEnergyAccumulated,0.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,EquipmentSupportFunction=1,PowerDomain=1,PeakEnergyControl=1,TimeConfiguredPeakLoadShifting=1"
2025-11-24T07:15:00Z,pmTcplsDischargeEnergy,0.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,EquipmentSupportFunction=1,PowerDomain=1,PeakEnergyControl=1,TimeConfiguredPeakLoadShifting=1"
2025-11-24T07:15:00Z,pmSystemVoltage,545.413333,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,EquipmentSupportFunction=1,PowerDomain=1,PowerProfile=1"
2025-11-24T07:15:00Z,pmSystemVoltage,547.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,EquipmentSupportFunction=1,PowerDomain=1,PowerProfile=1"
2025-11-24T07:15:00Z,pmSystemPowerConsumption,104.52,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,EquipmentSupportFunction=1,PowerDomain=1,PowerProfile=1"
2025-11-24T07:15:00Z,pmSystemPowerConsumption,1037.366667,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,EquipmentSupportFunction=1,PowerDomain=1,PowerProfile=1"
2025-11-24T07:15:00Z,pmSystemCurrent,1.993333,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,EquipmentSupportFunction=1,PowerDomain=1,PowerProfile=1"
2025-11-24T07:15:00Z,pmSystemCurrent,18.98,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,EquipmentSupportFunction=1,PowerDomain=1,PowerProfile=1"
2025-11-24T07:15:00Z,pmStateOfHealth,97.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,EquipmentSupportFunction=1,PowerDomain=1,BatteryBackup=1"
2025-11-24T07:15:00Z,pmOutputVoltage,547.933333,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=PowerController,Rectifier=3"
2025-11-24T07:15:00Z,pmStateOfHealth,97.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Equipment=1,FieldReplaceableUnit=Battery_1,Battery=1"
2025-11-24T07:15:00Z,pmStateOfHealth,98.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=Battery_1,Battery=1"
2025-11-24T07:15:00Z,pmStateOfCharge,96.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,EquipmentSupportFunction=1,PowerDomain=1,BatteryBackup=1"
2025-11-24T07:15:00Z,pmStateOfCharge,96.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Equipment=1,FieldReplaceableUnit=Battery_1,Battery=1"
2025-11-24T07:15:00Z,pmStateOfCharge,96.646667,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,EquipmentSupportFunction=1,PowerDomain=1,BatteryBackup=1"
2025-11-24T07:15:00Z,pmStateOfCharge,96.646667,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=Battery_1,Battery=1"
2025-11-24T07:15:00Z,pmSensorValue,1020.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Equipment=1,FieldReplaceableUnit=PowerController,Sensor=1"
2025-11-24T07:15:00Z,pmSensorValue,1025.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=PowerController,Sensor=2"
2025-11-24T07:15:00Z,pmSensorValue,1024.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=PowerController,Sensor=1"
2025-11-24T07:15:00Z,pmRectifiersUtilization,0.7,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,EquipmentSupportFunction=1,PowerDomain=1,PowerProfile=1"
2025-11-24T07:15:00Z,pmStateOfHealth,98.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,EquipmentSupportFunction=1,PowerDomain=1,BatteryBackup=1"
2025-11-24T07:15:00Z,pmCurrent,0.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Equipment=1,FieldReplaceableUnit=DcBooster6640_1,DcBooster=1,PowerMeter=Output_2"
2025-11-24T07:15:00Z,ifHCInBroadcastPkts,890.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Transport=1,EthernetPort=TN_A"
2025-11-24T07:15:00Z,pmConsumedEnergyAccumulated,100.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Equipment=1,FieldReplaceableUnit=PowerController,EnergyMeter=Blvd-1"
2025-11-24T07:15:00Z,ipIfStatsHCInBcastPkts,0.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Transport=1,Router=B,InterfaceIPv4=1"
2025-11-24T07:15:00Z,ipIfStatsHCInBcastPkts,4.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Transport=1,Router=SCC,InterfaceIPv4=1"
2025-11-24T07:15:00Z,ipIfStatsHCInBcastPkts,0.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Transport=1,Router=1,InterfaceIPv4=1"
2025-11-24T07:15:00Z,inFwdPacket,195.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Transport=1,ForwardingTarget=1,PortForward=1"
2025-11-24T07:15:00Z,ifOutErrors,0.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Transport=1,EthernetPort=TN_B"
2025-11-24T07:15:00Z,ifOutErrors,0.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Transport=1,EthernetPort=TN_A"
2025-11-24T07:15:00Z,ifOutErrors,0.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Transport=1,EthernetPort=TN_B"
2025-11-24T07:15:00Z,ifOutErrors,0.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Transport=1,EthernetPort=TN_A"
2025-11-24T07:15:00Z,ifOutDiscards,0.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Transport=1,VlanPort=SCC.IF1"
2025-11-24T07:15:00Z,ifOutDiscards,0.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Transport=1,EthernetPort=TN_B"
2025-11-24T07:15:00Z,ifOutDiscards,0.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Transport=1,EthernetPort=TN_A"
2025-11-24T07:15:00Z,ifOutDiscards,0.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Transport=1,VlanPort=SCC.IF1"
2025-11-24T07:15:00Z,ifOutDiscards,0.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Transport=1,EthernetPort=TN_B"
2025-11-24T07:15:00Z,ifOutDiscards,0.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Transport=1,EthernetPort=TN_A"
2025-11-24T07:15:00Z,ifInErrors,0.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Transport=1,EthernetPort=TN_B"
2025-11-24T07:15:00Z,ifInErrors,0.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Transport=1,EthernetPort=TN_A"
2025-11-24T07:15:00Z,ifInErrors,0.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Transport=1,EthernetPort=TN_B"
2025-11-24T07:15:00Z,ifInErrors,0.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Transport=1,EthernetPort=TN_A"
2025-11-24T07:15:00Z,ifInDiscards,0.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Transport=1,VlanPort=SCC.IF1"
2025-11-24T07:15:00Z,ipIfStatsHCInBcastPkts,4.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Transport=1,Router=SCC,InterfaceIPv4=1"
2025-11-24T07:15:00Z,ifInDiscards,30.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Transport=1,EthernetPort=TN_A"
2025-11-24T07:15:00Z,ipIfStatsHCInDelivers,0.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Transport=1,Router=1,InterfaceIPv4=1"
2025-11-24T07:15:00Z,ipIfStatsHCInDelivers,14430.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Transport=1,Router=B,InterfaceIPv4=1"
2025-11-24T07:15:00Z,ipIfStatsHCInReceives,1137.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Transport=1,Router=SCC,InterfaceIPv4=1"
2025-11-24T07:15:00Z,ipIfStatsHCInReceives,165.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Transport=1,Router=1,InterfaceIPv4=1"
2025-11-24T07:15:00Z,ipIfStatsHCInOctets,89735.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Transport=1,Router=SCC,InterfaceIPv4=1"
2025-11-24T07:15:00Z,ipIfStatsHCInOctets,1276333.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Transport=1,Router=B,InterfaceIPv4=1"
2025-11-24T07:15:00Z,ipIfStatsHCInOctets,120593.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Transport=1,Router=SCC,InterfaceIPv4=1"
2025-11-24T07:15:00Z,ipIfStatsHCInOctets,20040.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Transport=1,Router=1,InterfaceIPv4=1"
2025-11-24T07:15:00Z,ipIfStatsHCInMcastPkts,8.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Transport=1,Router=SCC,InterfaceIPv4=1"
2025-11-24T07:15:00Z,ipIfStatsHCInMcastPkts,0.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Transport=1,Router=B,InterfaceIPv4=1"
2025-11-24T07:15:00Z,ipIfStatsHCInMcastPkts,8.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Transport=1,Router=SCC,InterfaceIPv4=1"
2025-11-24T07:15:00Z,ipIfStatsHCInMcastPkts,0.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Transport=1,Router=1,InterfaceIPv4=1"
2025-11-24T07:15:00Z,ipIfStatsHCInMcastOctets,256.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Transport=1,Router=SCC,InterfaceIPv4=1"
2025-11-24T07:15:00Z,ipIfStatsHCInMcastOctets,0.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Transport=1,Router=B,InterfaceIPv4=1"
2025-11-24T07:15:00Z,ipIfStatsHCInMcastOctets,256.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Transport=1,Router=SCC,InterfaceIPv4=1"
2025-11-24T07:15:00Z,ipIfStatsHCInMcastOctets,0.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Transport=1,Router=1,InterfaceIPv4=1"
2025-11-24T07:15:00Z,ipIfStatsHCInForwDatagrams,0.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Transport=1,Router=SCC,InterfaceIPv4=1"
2025-11-24T07:15:00Z,ipIfStatsHCInForwDatagrams,0.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Transport=1,Router=B,InterfaceIPv4=1"
2025-11-24T07:15:00Z,ipIfStatsHCInForwDatagrams,0.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Transport=1,Router=SCC,InterfaceIPv4=1"
2025-11-24T07:15:00Z,ipIfStatsHCInForwDatagrams,0.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Transport=1,Router=1,InterfaceIPv4=1"
2025-11-24T07:15:00Z,ipIfStatsHCInDelivers,520.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Transport=1,Router=SCC,InterfaceIPv4=1"
2025-11-24T07:15:00Z,ipIfStatsHCInDelivers,942.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Transport=1,Router=SCC,InterfaceIPv4=1"
2025-11-24T07:15:00Z,ipIfStatsHCInReceives,14430.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Transport=1,Router=B,InterfaceIPv4=1"
2025-11-24T07:15:00Z,ifInDiscards,0.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Transport=1,VlanPort=SCC.IF1"
2025-11-24T07:15:00Z,ifInDiscards,30.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Transport=1,EthernetPort=TN_A"
2025-11-24T07:15:00Z,ifHCInUcastPkts,523.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Transport=1,EthernetPort=TN_A"
2025-11-24T07:15:00Z,ifHCInUcastPkts,178.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Transport=1,EthernetPort=TN_B"
2025-11-24T07:15:00Z,ifHCInUcastPkts,1136.0,Demo_C6610,E6150G2_C6610,E6150G2,"ManagedElement=E6150G2_C6610,Transport=1,EthernetPort=TN_A"
2025-11-24T07:15:00Z,ifHCInOctets,150593.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Transport=1,VlanPort=SCC.IF1"
2025-11-24T07:15:00Z,ifHCInOctets,1536073.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Transport=1,EthernetPort=TN_B"
2025-11-24T07:15:00Z,ifHCInOctets,254064.0,Demo_C6610,E6160_C6610,E6160,"ManagedElement=E6160_C6610,Transport=1,EthernetPort=TN_A"
